lr_group_0,lr_group_1,step,valid-uas_macro_f1,valid-uas_micro_f1,valid-las_macro_f1,valid-las_micro_f1,epoch,train-loss_arc,train-loss_type,train-loss
1.3959691760521637e-05,1.3959691760521637e-05,406,,,,,,,,
1.3841138114997038e-05,1.3841138114997038e-05,407,,,,,,,,
1.3722584469472439e-05,1.3722584469472439e-05,408,,,,,,,,
1.3604030823947836e-05,1.3604030823947836e-05,409,,,,,,,,
1.3485477178423237e-05,1.3485477178423237e-05,410,,,,,,,,
1.3366923532898638e-05,1.3366923532898638e-05,411,,,,,,,,
,,355,88.67301558950591,92.47237569060773,74.0333874366144,89.3646408839779,2,,,
1.3248369887374037e-05,1.3248369887374037e-05,413,,,,,,,,
1.3129816241849438e-05,1.3129816241849438e-05,414,,,,,,,,
1.3011262596324839e-05,1.3011262596324839e-05,415,,,,,,,,
1.289270895080024e-05,1.289270895080024e-05,416,,,,,,,,
1.2774155305275637e-05,1.2774155305275637e-05,417,,,,,,,,
1.2655601659751038e-05,1.2655601659751038e-05,418,,,,,,,,
1.2537048014226438e-05,1.2537048014226438e-05,419,,,,,,,,
,,362,88.87294360597824,92.7486187845304,78.27316930894062,89.9171270718232,2,,,
1.241849436870184e-05,1.241849436870184e-05,421,,,,,,,,
1.2299940723177238e-05,1.2299940723177238e-05,422,,,,,,,,
1.2181387077652638e-05,1.2181387077652638e-05,423,,,,,,,,
1.2062833432128038e-05,1.2062833432128038e-05,424,,,,,,,,
1.194427978660344e-05,1.194427978660344e-05,425,,,,,,,,
1.1825726141078838e-05,1.1825726141078838e-05,426,,,,,,,,
1.170717249555424e-05,1.170717249555424e-05,427,,,,,,,,
,,369,88.94648134776631,92.95580110497238,83.77340695628237,90.19337016574586,2,,,
1.158861885002964e-05,1.158861885002964e-05,429,,,,,,,,
1.147006520450504e-05,1.147006520450504e-05,430,,,,,,,,
1.1351511558980438e-05,1.1351511558980438e-05,431,,,,,,,,
1.123295791345584e-05,1.123295791345584e-05,432,,,,,,,,
1.1114404267931238e-05,1.1114404267931238e-05,433,,,,,,,,
1.099585062240664e-05,1.099585062240664e-05,434,,,,,,,,
1.087729697688204e-05,1.087729697688204e-05,435,,,,,,,,
,,376,89.13256231989439,93.0939226519337,84.27693958268375,90.33149171270718,2,,,
1.0758743331357441e-05,1.0758743331357441e-05,437,,,,,,,,
1.064018968583284e-05,1.064018968583284e-05,438,,,,,,,,
1.0521636040308241e-05,1.0521636040308241e-05,439,,,,,,,,
1.040308239478364e-05,1.040308239478364e-05,440,,,,,,,,
1.0284528749259039e-05,1.0284528749259039e-05,441,,,,,,,,
1.016597510373444e-05,1.016597510373444e-05,442,,,,,,,,
1.004742145820984e-05,1.004742145820984e-05,443,,,,,,,,
,,383,89.38605204887936,93.23204419889503,78.09194542664159,90.40055248618785,2,,,
9.92886781268524e-06,9.92886781268524e-06,445,,,,,,,,
9.81031416716064e-06,9.81031416716064e-06,446,,,,,,,,
9.691760521636042e-06,9.691760521636042e-06,447,,,,,,,,
9.57320687611144e-06,9.57320687611144e-06,448,,,,,,,,
9.45465323058684e-06,9.45465323058684e-06,449,,,,,,,,
9.33609958506224e-06,9.33609958506224e-06,450,,,,,,,,
9.217545939537642e-06,9.217545939537642e-06,451,,,,,,,,
,,390,89.48409820179477,93.16298342541437,84.32038175276469,90.40055248618785,2,,,
9.09899229401304e-06,9.09899229401304e-06,453,,,,,,,,
8.980438648488442e-06,8.980438648488442e-06,454,,,,,,,,
8.861885002963842e-06,8.861885002963842e-06,455,,,,,,,,
8.743331357439242e-06,8.743331357439242e-06,456,,,,,,,,
8.624777711914642e-06,8.624777711914642e-06,457,,,,,,,,
8.506224066390042e-06,8.506224066390042e-06,458,,,,,,,,
8.38767042086544e-06,8.38767042086544e-06,459,,,,,,,,
,,397,89.3875420460926,93.02486187845304,83.21205296744687,90.33149171270718,2,,,
8.269116775340842e-06,8.269116775340842e-06,461,,,,,,,,
8.150563129816242e-06,8.150563129816242e-06,462,,,,,,,,
,,399,,,,,2,0.21396228671073914,0.14413107931613922,0.35809338092803955
8.032009484291643e-06,8.032009484291643e-06,464,,,,,,,,
7.913455838767042e-06,7.913455838767042e-06,465,,,,,,,,
7.794902193242443e-06,7.794902193242443e-06,466,,,,,,,,
7.676348547717842e-06,7.676348547717842e-06,467,,,,,,,,
7.557794902193242e-06,7.557794902193242e-06,468,,,,,,,,
,,404,89.1083241360112,92.7486187845304,77.59091202084116,90.05524861878453,2,,,
7.439241256668643e-06,7.439241256668643e-06,470,,,,,,,,
7.320687611144043e-06,7.320687611144043e-06,471,,,,,,,,
7.202133965619442e-06,7.202133965619442e-06,472,,,,,,,,
7.083580320094843e-06,7.083580320094843e-06,473,,,,,,,,
6.965026674570244e-06,6.965026674570244e-06,474,,,,,,,,
6.846473029045644e-06,6.846473029045644e-06,475,,,,,,,,
6.727919383521043e-06,6.727919383521043e-06,476,,,,,,,,
,,411,88.89587268490243,92.67955801104972,84.38285599477395,89.98618784530387,2,,,
6.609365737996444e-06,6.609365737996444e-06,478,,,,,,,,
6.490812092471844e-06,6.490812092471844e-06,479,,,,,,,,
6.372258446947243e-06,6.372258446947243e-06,480,,,,,,,,
6.253704801422644e-06,6.253704801422644e-06,481,,,,,,,,
6.135151155898044e-06,6.135151155898044e-06,482,,,,,,,,
6.016597510373445e-06,6.016597510373445e-06,483,,,,,,,,
5.898043864848844e-06,5.898043864848844e-06,484,,,,,,,,
,,418,89.00318878398085,92.95580110497238,84.12060831764086,90.12430939226518,2,,,
5.779490219324245e-06,5.779490219324245e-06,486,,,,,,,,
5.660936573799645e-06,5.660936573799645e-06,487,,,,,,,,
5.542382928275045e-06,5.542382928275045e-06,488,,,,,,,,
5.423829282750445e-06,5.423829282750445e-06,489,,,,,,,,
5.305275637225845e-06,5.305275637225845e-06,490,,,,,,,,
5.1867219917012455e-06,5.1867219917012455e-06,491,,,,,,,,
5.0681683461766455e-06,5.0681683461766455e-06,492,,,,,,,,
,,425,89.45789980581668,93.23204419889503,84.68366277487127,90.4696132596685,2,,,
4.949614700652045e-06,4.949614700652045e-06,494,,,,,,,,
4.8310610551274455e-06,4.8310610551274455e-06,495,,,,,,,,
4.7125074096028455e-06,4.7125074096028455e-06,496,,,,,,,,
4.593953764078246e-06,4.593953764078246e-06,497,,,,,,,,
4.4754001185536455e-06,4.4754001185536455e-06,498,,,,,,,,
4.3568464730290455e-06,4.3568464730290455e-06,499,,,,,,,,
4.238292827504446e-06,4.238292827504446e-06,500,,,,,,,,
,,432,89.10963734653288,92.95580110497238,81.91702135322576,89.98618784530387,2,,,
4.119739181979846e-06,4.119739181979846e-06,502,,,,,,,,
4.0011855364552454e-06,4.0011855364552454e-06,503,,,,,,,,
3.882631890930646e-06,3.882631890930646e-06,504,,,,,,,,
3.7640782454060463e-06,3.7640782454060463e-06,505,,,,,,,,
3.6455245998814467e-06,3.6455245998814467e-06,506,,,,,,,,
3.5269709543568467e-06,3.5269709543568467e-06,507,,,,,,,,
3.4084173088322462e-06,3.4084173088322462e-06,508,,,,,,,,
,,439,89.26347116759679,93.02486187845304,82.08824976131147,90.19337016574586,2,,,
3.289863663307647e-06,3.289863663307647e-06,510,,,,,,,,
3.1713100177830466e-06,3.1713100177830466e-06,511,,,,,,,,
3.052756372258447e-06,3.052756372258447e-06,512,,,,,,,,
2.934202726733847e-06,2.934202726733847e-06,513,,,,,,,,
2.8156490812092475e-06,2.8156490812092475e-06,514,,,,,,,,
2.6970954356846475e-06,2.6970954356846475e-06,515,,,,,,,,
2.5785417901600474e-06,2.5785417901600474e-06,516,,,,,,,,
,,446,89.13989005866078,93.16298342541437,84.55314221388409,90.4696132596685,2,,,
2.4599881446354474e-06,2.4599881446354474e-06,518,,,,,,,,
2.341434499110848e-06,2.341434499110848e-06,519,,,,,,,,
2.222880853586248e-06,2.222880853586248e-06,520,,,,,,,,
,,449,,,,,2,0.32127827405929565,0.14460748434066772,0.4658857583999634
2.1043272080616483e-06,2.1043272080616483e-06,522,,,,,,,,
1.985773562537048e-06,1.985773562537048e-06,523,,,,,,,,
1.8672199170124482e-06,1.8672199170124482e-06,524,,,,,,,,
1.7486662714878484e-06,1.7486662714878484e-06,525,,,,,,,,
,,453,89.33178796561995,93.16298342541437,84.71138975936412,90.53867403314916,2,,,
1.6301126259632486e-06,1.6301126259632486e-06,527,,,,,,,,
1.5115589804386486e-06,1.5115589804386486e-06,528,,,,,,,,
1.3930053349140488e-06,1.3930053349140488e-06,529,,,,,,,,
1.2744516893894488e-06,1.2744516893894488e-06,530,,,,,,,,
1.155898043864849e-06,1.155898043864849e-06,531,,,,,,,,
1.037344398340249e-06,1.037344398340249e-06,532,,,,,,,,
9.187907528156491e-07,9.187907528156491e-07,533,,,,,,,,
,,460,89.09785508725665,93.0939226519337,84.73415648579343,90.4696132596685,2,,,
8.002371072910492e-07,8.002371072910492e-07,535,,,,,,,,
6.816834617664493e-07,6.816834617664493e-07,536,,,,,,,,
5.631298162418494e-07,5.631298162418494e-07,537,,,,,,,,
4.4457617071724956e-07,4.4457617071724956e-07,538,,,,,,,,
3.260225251926497e-07,3.260225251926497e-07,539,,,,,,,,
2.074688796680498e-07,2.074688796680498e-07,540,,,,,,,,
8.891523414344991e-08,8.891523414344991e-08,541,,,,,,,,
,,467,89.34808117992273,93.16298342541437,84.80333067214522,90.53867403314916,2,,,
0.0,0.0,543,,,,,,,,
0.0,0.0,544,,,,,,,,
0.0,0.0,545,,,,,,,,
,,471,89.34808117992273,93.16298342541437,84.80333067214522,90.53867403314916,3,,,
